date,day,month,count,candidate
2015-05-18,Mon,May,3,Hillary Clinton
2015-05-19,Tue,May,3,Hillary Clinton
2015-05-20,Wed,May,9,Hillary Clinton
2015-05-21,Thu,May,18,Hillary Clinton
2015-05-22,Fri,May,5,Hillary Clinton
2015-05-23,Sat,May,1,Hillary Clinton
2015-05-24,Sun,May,0,Hillary Clinton
2015-05-25,Mon,May,2,Hillary Clinton
2015-05-26,Tue,May,3,Hillary Clinton
2015-05-27,Wed,May,8,Hillary Clinton
2015-05-28,Thu,May,3,Hillary Clinton
2015-05-29,Fri,May,3,Hillary Clinton
2015-05-30,Sat,May,3,Hillary Clinton
2015-05-31,Sun,May,2,Hillary Clinton
2015-06-01,Mon,June,7,Hillary Clinton
2015-06-02,Tue,June,3,Hillary Clinton
2015-06-03,Wed,June,3,Hillary Clinton
2015-06-04,Thu,June,20,Hillary Clinton
2015-06-05,Fri,June,1,Hillary Clinton
2015-06-06,Sat,June,4,Hillary Clinton
2015-06-07,Sun,June,4,Hillary Clinton
2015-06-08,Mon,June,3,Hillary Clinton
2015-06-09,Tue,June,4,Hillary Clinton
2015-06-10,Wed,June,6,Hillary Clinton
2015-06-11,Thu,June,4,Hillary Clinton
2015-06-12,Fri,June,1,Hillary Clinton
2015-06-13,Sat,June,62,Hillary Clinton
2015-06-14,Sun,June,7,Hillary Clinton
2015-06-15,Mon,June,5,Hillary Clinton
2015-06-16,Tue,June,3,Hillary Clinton
2015-06-17,Wed,June,10,Hillary Clinton
2015-06-18,Thu,June,3,Hillary Clinton
2015-06-19,Fri,June,9,Hillary Clinton
2015-06-20,Sat,June,2,Hillary Clinton
2015-06-21,Sun,June,4,Hillary Clinton
2015-06-22,Mon,June,3,Hillary Clinton
2015-06-23,Tue,June,1,Hillary Clinton
2015-06-24,Wed,June,5,Hillary Clinton
2015-06-25,Thu,June,6,Hillary Clinton
2015-06-26,Fri,June,5,Hillary Clinton
2015-06-27,Sat,June,0,Hillary Clinton
2015-06-28,Sun,June,0,Hillary Clinton
2015-06-29,Mon,June,5,Hillary Clinton
2015-06-30,Tue,June,4,Hillary Clinton
2015-07-01,Wed,July,8,Hillary Clinton
2015-07-02,Thu,July,3,Hillary Clinton
2015-07-03,Fri,July,2,Hillary Clinton
2015-07-04,Sat,July,2,Hillary Clinton
2015-07-05,Sun,July,5,Hillary Clinton
2015-07-06,Mon,July,4,Hillary Clinton
2015-07-07,Tue,July,3,Hillary Clinton
2015-07-08,Wed,July,6,Hillary Clinton
2015-07-09,Thu,July,8,Hillary Clinton
2015-07-10,Fri,July,4,Hillary Clinton
2015-07-11,Sat,July,4,Hillary Clinton
2015-07-12,Sun,July,3,Hillary Clinton
2015-07-13,Mon,July,45,Hillary Clinton
2015-07-14,Tue,July,4,Hillary Clinton
2015-07-15,Wed,July,3,Hillary Clinton
2015-07-16,Thu,July,2,Hillary Clinton
2015-07-17,Fri,July,4,Hillary Clinton
2015-07-18,Sat,July,3,Hillary Clinton
2015-07-19,Sun,July,2,Hillary Clinton
2015-07-20,Mon,July,4,Hillary Clinton
2015-07-21,Tue,July,11,Hillary Clinton
2015-07-22,Wed,July,5,Hillary Clinton
2015-07-23,Thu,July,4,Hillary Clinton
2015-07-24,Fri,July,10,Hillary Clinton
2015-07-25,Sat,July,1,Hillary Clinton
2015-07-26,Sun,July,19,Hillary Clinton
2015-07-27,Mon,July,4,Hillary Clinton
2015-07-28,Tue,July,4,Hillary Clinton
2015-07-29,Wed,July,5,Hillary Clinton
2015-07-30,Thu,July,7,Hillary Clinton
2015-07-31,Fri,July,12,Hillary Clinton
2015-08-01,Sat,August,3,Hillary Clinton
2015-08-02,Sun,August,2,Hillary Clinton
2015-08-03,Mon,August,9,Hillary Clinton
2015-08-04,Tue,August,2,Hillary Clinton
2015-08-05,Wed,August,4,Hillary Clinton
2015-08-06,Thu,August,6,Hillary Clinton
2015-08-07,Fri,August,17,Hillary Clinton
2015-08-08,Sat,August,0,Hillary Clinton
2015-08-09,Sun,August,1,Hillary Clinton
2015-08-10,Mon,August,7,Hillary Clinton
2015-08-11,Tue,August,8,Hillary Clinton
2015-08-12,Wed,August,10,Hillary Clinton
2015-08-13,Thu,August,5,Hillary Clinton
2015-08-14,Fri,August,3,Hillary Clinton
2015-08-15,Sat,August,4,Hillary Clinton
2015-08-16,Sun,August,4,Hillary Clinton
2015-08-17,Mon,August,7,Hillary Clinton
2015-08-18,Tue,August,10,Hillary Clinton
2015-08-19,Wed,August,7,Hillary Clinton
2015-08-20,Thu,August,5,Hillary Clinton
2015-08-21,Fri,August,6,Hillary Clinton
2015-08-22,Sat,August,1,Hillary Clinton
2015-08-23,Sun,August,1,Hillary Clinton
2015-08-24,Mon,August,10,Hillary Clinton
2015-08-25,Tue,August,8,Hillary Clinton
2015-08-26,Wed,August,6,Hillary Clinton
2015-08-27,Thu,August,12,Hillary Clinton
2015-08-28,Fri,August,10,Hillary Clinton
2015-08-29,Sat,August,5,Hillary Clinton
2015-08-30,Sun,August,2,Hillary Clinton
2015-08-31,Mon,August,2,Hillary Clinton
2015-09-01,Tue,September,6,Hillary Clinton
2015-09-02,Wed,September,7,Hillary Clinton
2015-09-03,Thu,September,8,Hillary Clinton
2015-09-04,Fri,September,3,Hillary Clinton
2015-09-05,Sat,September,10,Hillary Clinton
2015-09-06,Sun,September,1,Hillary Clinton
2015-09-07,Mon,September,7,Hillary Clinton
2015-09-08,Tue,September,6,Hillary Clinton
2015-09-09,Wed,September,13,Hillary Clinton
2015-09-10,Thu,September,4,Hillary Clinton
2015-09-11,Fri,September,4,Hillary Clinton
2015-09-12,Sat,September,5,Hillary Clinton
2015-09-13,Sun,September,5,Hillary Clinton
2015-09-14,Mon,September,12,Hillary Clinton
2015-09-15,Tue,September,5,Hillary Clinton
2015-09-16,Wed,September,7,Hillary Clinton
2015-09-17,Thu,September,28,Hillary Clinton
2015-09-18,Fri,September,12,Hillary Clinton
2015-09-19,Sat,September,6,Hillary Clinton
2015-09-20,Sun,September,7,Hillary Clinton
2015-09-21,Mon,September,8,Hillary Clinton
2015-09-22,Tue,September,13,Hillary Clinton
2015-09-23,Wed,September,7,Hillary Clinton
2015-09-24,Thu,September,10,Hillary Clinton
2015-09-25,Fri,September,7,Hillary Clinton
2015-09-26,Sat,September,4,Hillary Clinton
2015-09-27,Sun,September,4,Hillary Clinton
2015-09-28,Mon,September,4,Hillary Clinton
2015-09-29,Tue,September,9,Hillary Clinton
2015-09-30,Wed,September,5,Hillary Clinton
2015-10-01,Thu,October,5,Hillary Clinton
2015-10-02,Fri,October,10,Hillary Clinton
2015-10-03,Sat,October,13,Hillary Clinton
2015-10-04,Sun,October,7,Hillary Clinton
2015-10-05,Mon,October,12,Hillary Clinton
2015-10-06,Tue,October,8,Hillary Clinton
2015-10-07,Wed,October,10,Hillary Clinton
2015-10-08,Thu,October,10,Hillary Clinton
2015-10-09,Fri,October,5,Hillary Clinton
2015-10-10,Sat,October,3,Hillary Clinton
2015-10-11,Sun,October,7,Hillary Clinton
2015-10-12,Mon,October,6,Hillary Clinton
2015-10-13,Tue,October,6,Hillary Clinton
2015-10-14,Wed,October,55,Hillary Clinton
2015-10-15,Thu,October,17,Hillary Clinton
2015-10-16,Fri,October,14,Hillary Clinton
2015-10-17,Sat,October,5,Hillary Clinton
2015-10-18,Sun,October,2,Hillary Clinton
2015-10-19,Mon,October,7,Hillary Clinton
2015-10-20,Tue,October,8,Hillary Clinton
2015-10-21,Wed,October,9,Hillary Clinton
2015-10-22,Thu,October,39,Hillary Clinton
2015-10-23,Fri,October,12,Hillary Clinton
2015-10-24,Sat,October,18,Hillary Clinton
2015-10-25,Sun,October,22,Hillary Clinton
2015-10-26,Mon,October,4,Hillary Clinton
2015-10-27,Tue,October,9,Hillary Clinton
2015-10-28,Wed,October,9,Hillary Clinton
2015-10-29,Thu,October,35,Hillary Clinton
2015-10-30,Fri,October,11,Hillary Clinton
2015-10-31,Sat,October,6,Hillary Clinton
2015-11-01,Sun,November,5,Hillary Clinton
2015-11-02,Mon,November,6,Hillary Clinton
2015-11-03,Tue,November,9,Hillary Clinton
2015-11-04,Wed,November,7,Hillary Clinton
2015-11-05,Thu,November,10,Hillary Clinton
2015-11-06,Fri,November,8,Hillary Clinton
2015-11-07,Sat,November,19,Hillary Clinton
2015-11-08,Sun,November,5,Hillary Clinton
2015-11-09,Mon,November,12,Hillary Clinton
2015-11-10,Tue,November,15,Hillary Clinton
2015-11-11,Wed,November,46,Hillary Clinton
2015-11-12,Thu,November,14,Hillary Clinton
2015-11-13,Fri,November,9,Hillary Clinton
2015-11-14,Sat,November,0,Hillary Clinton
2015-11-15,Sun,November,43,Hillary Clinton
2015-11-16,Mon,November,5,Hillary Clinton
2015-11-17,Tue,November,7,Hillary Clinton
2015-11-18,Wed,November,8,Hillary Clinton
2015-11-19,Thu,November,28,Hillary Clinton
2015-11-20,Fri,November,10,Hillary Clinton
2015-11-21,Sat,November,6,Hillary Clinton
2015-11-22,Sun,November,2,Hillary Clinton
2015-11-23,Mon,November,8,Hillary Clinton
2015-11-24,Tue,November,6,Hillary Clinton
2015-11-25,Wed,November,6,Hillary Clinton
2015-11-26,Thu,November,2,Hillary Clinton
2015-11-27,Fri,November,2,Hillary Clinton
2015-11-28,Sat,November,2,Hillary Clinton
2015-11-29,Sun,November,3,Hillary Clinton
2015-11-30,Mon,November,12,Hillary Clinton
2015-12-01,Tue,December,13,Hillary Clinton
2015-12-02,Wed,December,8,Hillary Clinton
2015-12-03,Thu,December,5,Hillary Clinton
2015-12-04,Fri,December,8,Hillary Clinton
2015-12-05,Sat,December,9,Hillary Clinton
2015-12-06,Sun,December,7,Hillary Clinton
2015-12-07,Mon,December,8,Hillary Clinton
2015-12-08,Tue,December,17,Hillary Clinton
2015-12-09,Wed,December,9,Hillary Clinton
2015-12-10,Thu,December,9,Hillary Clinton
2015-12-11,Fri,December,5,Hillary Clinton
2015-12-12,Sat,December,6,Hillary Clinton
2015-12-13,Sun,December,3,Hillary Clinton
2015-12-14,Mon,December,8,Hillary Clinton
2015-12-15,Tue,December,23,Hillary Clinton
2015-12-16,Wed,December,23,Hillary Clinton
2015-12-17,Thu,December,10,Hillary Clinton
2015-12-18,Fri,December,6,Hillary Clinton
2015-12-19,Sat,December,6,Hillary Clinton
2015-12-20,Sun,December,25,Hillary Clinton
2015-12-21,Mon,December,7,Hillary Clinton
2015-12-22,Tue,December,6,Hillary Clinton
2015-12-23,Wed,December,5,Hillary Clinton
2015-12-24,Thu,December,3,Hillary Clinton
2015-12-25,Fri,December,1,Hillary Clinton
2015-12-26,Sat,December,1,Hillary Clinton
2015-12-27,Sun,December,1,Hillary Clinton
2015-12-28,Mon,December,3,Hillary Clinton
2015-12-29,Tue,December,6,Hillary Clinton
2015-12-30,Wed,December,7,Hillary Clinton
2015-12-31,Thu,December,5,Hillary Clinton
2016-01-01,Fri,January,4,Hillary Clinton
2016-01-02,Sat,January,6,Hillary Clinton
2016-01-03,Sun,January,6,Hillary Clinton
2016-01-04,Mon,January,10,Hillary Clinton
2016-01-05,Tue,January,7,Hillary Clinton
2016-01-06,Wed,January,9,Hillary Clinton
2016-01-07,Thu,January,17,Hillary Clinton
2016-01-08,Fri,January,7,Hillary Clinton
2016-01-09,Sat,January,8,Hillary Clinton
2016-01-10,Sun,January,8,Hillary Clinton
2016-01-11,Mon,January,9,Hillary Clinton
2016-01-12,Tue,January,18,Hillary Clinton
2016-01-13,Wed,January,21,Hillary Clinton
2016-01-14,Thu,January,8,Hillary Clinton
2016-01-15,Fri,January,30,Hillary Clinton
2016-01-16,Sat,January,8,Hillary Clinton
2016-01-17,Sun,January,12,Hillary Clinton
2016-01-18,Mon,January,38,Hillary Clinton
2016-01-19,Tue,January,11,Hillary Clinton
2016-01-20,Wed,January,12,Hillary Clinton
2016-01-21,Thu,January,9,Hillary Clinton
2016-01-22,Fri,January,7,Hillary Clinton
2016-01-23,Sat,January,10,Hillary Clinton
2016-01-24,Sun,January,7,Hillary Clinton
2016-01-25,Mon,January,8,Hillary Clinton
2016-01-26,Tue,January,15,Hillary Clinton
2016-01-27,Wed,January,8,Hillary Clinton
2016-01-28,Thu,January,13,Hillary Clinton
2016-01-29,Fri,January,24,Hillary Clinton
2016-01-30,Sat,January,10,Hillary Clinton
2016-01-31,Sun,January,11,Hillary Clinton
2016-02-01,Mon,February,15,Hillary Clinton
2016-02-02,Tue,February,22,Hillary Clinton
2016-02-03,Wed,February,12,Hillary Clinton
2016-02-04,Thu,February,29,Hillary Clinton
2016-02-05,Fri,February,28,Hillary Clinton
2016-02-06,Sat,February,22,Hillary Clinton
2016-02-07,Sun,February,15,Hillary Clinton
2016-02-08,Mon,February,5,Hillary Clinton
2016-02-09,Tue,February,15,Hillary Clinton
2016-02-10,Wed,February,20,Hillary Clinton
2016-02-11,Thu,February,11,Hillary Clinton
2016-02-12,Fri,February,21,Hillary Clinton
2016-02-13,Sat,February,11,Hillary Clinton
2016-02-14,Sun,February,15,Hillary Clinton
2016-02-15,Mon,February,7,Hillary Clinton
2016-02-16,Tue,February,34,Hillary Clinton
2016-02-17,Wed,February,13,Hillary Clinton
2016-02-18,Thu,February,13,Hillary Clinton
2016-02-19,Fri,February,17,Hillary Clinton
2016-02-20,Sat,February,14,Hillary Clinton
2016-02-21,Sun,February,10,Hillary Clinton
2016-02-22,Mon,February,10,Hillary Clinton
2016-02-23,Tue,February,12,Hillary Clinton
2016-02-24,Wed,February,14,Hillary Clinton
2016-02-25,Thu,February,7,Hillary Clinton
2016-02-26,Fri,February,24,Hillary Clinton
2016-02-27,Sat,February,9,Hillary Clinton
2016-02-28,Sun,February,13,Hillary Clinton
2016-02-29,Mon,February,9,Hillary Clinton
2016-03-01,Tue,March,7,Hillary Clinton
2016-03-02,Wed,March,18,Hillary Clinton
2016-03-03,Thu,March,6,Hillary Clinton
2016-03-04,Fri,March,20,Hillary Clinton
2016-03-05,Sat,March,6,Hillary Clinton
2016-03-06,Sun,March,8,Hillary Clinton
2016-03-07,Mon,March,30,Hillary Clinton
2016-03-08,Tue,March,6,Hillary Clinton
2016-03-09,Wed,March,11,Hillary Clinton
2016-03-10,Thu,March,23,Hillary Clinton
2016-03-11,Fri,March,9,Hillary Clinton
2016-03-12,Sat,March,9,Hillary Clinton
2016-03-13,Sun,March,5,Hillary Clinton
2016-03-14,Mon,March,24,Hillary Clinton
2016-03-15,Tue,March,7,Hillary Clinton
2016-03-16,Wed,March,16,Hillary Clinton
2016-03-17,Thu,March,5,Hillary Clinton
2016-03-18,Fri,March,7,Hillary Clinton
2016-03-19,Sat,March,4,Hillary Clinton
2016-03-20,Sun,March,2,Hillary Clinton
2016-03-21,Mon,March,6,Hillary Clinton
2016-03-22,Tue,March,10,Hillary Clinton
2016-03-23,Wed,March,24,Hillary Clinton
2016-03-24,Thu,March,8,Hillary Clinton
2016-03-25,Fri,March,10,Hillary Clinton
2016-03-26,Sat,March,6,Hillary Clinton
2016-03-27,Sun,March,3,Hillary Clinton
2016-03-28,Mon,March,24,Hillary Clinton
2016-03-29,Tue,March,10,Hillary Clinton
2016-03-30,Wed,March,21,Hillary Clinton
2016-03-31,Thu,March,7,Hillary Clinton
2016-04-01,Fri,April,8,Hillary Clinton
2016-04-02,Sat,April,2,Hillary Clinton
2016-04-03,Sun,April,4,Hillary Clinton
2016-04-04,Mon,April,9,Hillary Clinton
2016-04-05,Tue,April,14,Hillary Clinton
2016-04-06,Wed,April,12,Hillary Clinton
2016-04-07,Thu,April,11,Hillary Clinton
2016-04-08,Fri,April,7,Hillary Clinton
2016-04-09,Sat,April,4,Hillary Clinton
2016-04-10,Sun,April,3,Hillary Clinton
2016-04-11,Mon,April,12,Hillary Clinton
2016-04-12,Tue,April,7,Hillary Clinton
2016-04-13,Wed,April,15,Hillary Clinton
2016-04-14,Thu,April,6,Hillary Clinton
2016-04-15,Fri,April,38,Hillary Clinton
2016-04-16,Sat,April,9,Hillary Clinton
2016-04-17,Sun,April,1,Hillary Clinton
2016-04-18,Mon,April,9,Hillary Clinton
2016-04-19,Tue,April,5,Hillary Clinton
2016-04-20,Wed,April,10,Hillary Clinton
2016-04-21,Thu,April,9,Hillary Clinton
2016-04-22,Fri,April,10,Hillary Clinton
2016-04-23,Sat,April,7,Hillary Clinton
2016-04-24,Sun,April,4,Hillary Clinton
2016-04-25,Mon,April,6,Hillary Clinton
2016-04-26,Tue,April,10,Hillary Clinton
2016-04-27,Wed,April,29,Hillary Clinton
2016-04-28,Thu,April,7,Hillary Clinton
2016-04-29,Fri,April,10,Hillary Clinton
2016-04-30,Sat,April,3,Hillary Clinton
2016-05-01,Sun,May,7,Hillary Clinton
2016-05-02,Mon,May,14,Hillary Clinton
2016-05-03,Tue,May,16,Hillary Clinton
2016-05-04,Wed,May,14,Hillary Clinton
2016-05-05,Thu,May,13,Hillary Clinton
2016-05-06,Fri,May,7,Hillary Clinton
2016-05-07,Sat,May,4,Hillary Clinton
2016-05-08,Sun,May,4,Hillary Clinton
2016-05-09,Mon,May,6,Hillary Clinton
2016-05-10,Tue,May,13,Hillary Clinton
2016-05-11,Wed,May,13,Hillary Clinton
2016-05-12,Thu,May,12,Hillary Clinton
2016-05-13,Fri,May,9,Hillary Clinton
2016-05-14,Sat,May,3,Hillary Clinton
2016-05-15,Sun,May,3,Hillary Clinton
2016-05-16,Mon,May,6,Hillary Clinton
2016-05-17,Tue,May,8,Hillary Clinton
2016-05-18,Wed,May,7,Hillary Clinton
2016-05-19,Thu,May,18,Hillary Clinton
2016-05-20,Fri,May,14,Hillary Clinton
2016-05-21,Sat,May,5,Hillary Clinton
2016-05-22,Sun,May,4,Hillary Clinton
2016-05-23,Mon,May,12,Hillary Clinton
2016-05-24,Tue,May,16,Hillary Clinton
2016-05-25,Wed,May,13,Hillary Clinton
2016-05-26,Thu,May,11,Hillary Clinton
2016-05-27,Fri,May,7,Hillary Clinton
2016-05-28,Sat,May,4,Hillary Clinton
2016-05-29,Sun,May,1,Hillary Clinton
2016-05-30,Mon,May,5,Hillary Clinton
2016-05-31,Tue,May,8,Hillary Clinton
2016-06-01,Wed,June,20,Hillary Clinton
2016-06-02,Thu,June,18,Hillary Clinton
2016-06-03,Fri,June,17,Hillary Clinton
2016-06-04,Sat,June,13,Hillary Clinton
2016-06-05,Sun,June,5,Hillary Clinton
2016-06-06,Mon,June,6,Hillary Clinton
2016-06-07,Tue,June,5,Hillary Clinton
2016-06-08,Wed,June,27,Hillary Clinton
2016-06-09,Thu,June,14,Hillary Clinton
2016-06-10,Fri,June,19,Hillary Clinton
2016-06-11,Sat,June,9,Hillary Clinton
2016-06-12,Sun,June,7,Hillary Clinton
2016-06-13,Mon,June,15,Hillary Clinton
2016-06-14,Tue,June,22,Hillary Clinton
2016-06-15,Wed,June,12,Hillary Clinton
2016-06-16,Thu,June,9,Hillary Clinton
2016-06-17,Fri,June,9,Hillary Clinton
2016-06-18,Sat,June,6,Hillary Clinton
2016-06-19,Sun,June,5,Hillary Clinton
2016-06-20,Mon,June,5,Hillary Clinton
2016-06-21,Tue,June,27,Hillary Clinton
2016-06-22,Wed,June,23,Hillary Clinton
2016-06-23,Thu,June,18,Hillary Clinton
2016-06-24,Fri,June,10,Hillary Clinton
2016-06-25,Sat,June,4,Hillary Clinton
2016-06-26,Sun,June,14,Hillary Clinton
2016-06-27,Mon,June,23,Hillary Clinton
2016-06-28,Tue,June,13,Hillary Clinton
2016-06-29,Wed,June,10,Hillary Clinton
2016-06-30,Thu,June,9,Hillary Clinton
2016-07-01,Fri,July,8,Hillary Clinton
2016-07-02,Sat,July,5,Hillary Clinton
2016-07-03,Sun,July,3,Hillary Clinton
2016-07-04,Mon,July,5,Hillary Clinton
2016-07-05,Tue,July,25,Hillary Clinton
2016-07-06,Wed,July,24,Hillary Clinton
2016-07-07,Thu,July,7,Hillary Clinton
2016-07-08,Fri,July,15,Hillary Clinton
2016-07-09,Sat,July,5,Hillary Clinton
2016-07-10,Sun,July,5,Hillary Clinton
2016-07-11,Mon,July,9,Hillary Clinton
2016-07-12,Tue,July,32,Hillary Clinton
2016-07-13,Wed,July,26,Hillary Clinton
2016-07-14,Thu,July,21,Hillary Clinton
2016-07-15,Fri,July,12,Hillary Clinton
2016-07-16,Sat,July,13,Hillary Clinton
2016-07-17,Sun,July,3,Hillary Clinton
2016-07-18,Mon,July,24,Hillary Clinton
2016-07-19,Tue,July,17,Hillary Clinton
2016-07-20,Wed,July,27,Hillary Clinton
2016-07-21,Thu,July,29,Hillary Clinton
2016-07-22,Fri,July,41,Hillary Clinton
2016-07-23,Sat,July,44,Hillary Clinton
2016-07-24,Sun,July,6,Hillary Clinton
2016-07-25,Mon,July,22,Hillary Clinton
2016-07-26,Tue,July,63,Hillary Clinton
2016-07-27,Wed,July,59,Hillary Clinton
2016-07-28,Thu,July,92,Hillary Clinton
2016-07-29,Fri,July,85,Hillary Clinton
2016-07-30,Sat,July,14,Hillary Clinton
2016-07-31,Sun,July,6,Hillary Clinton
2016-08-01,Mon,August,10,Hillary Clinton
2016-08-02,Tue,August,13,Hillary Clinton
2016-08-03,Wed,August,11,Hillary Clinton
2016-08-04,Thu,August,12,Hillary Clinton
2016-08-05,Fri,August,21,Hillary Clinton
2016-08-06,Sat,August,10,Hillary Clinton
2016-08-07,Sun,August,9,Hillary Clinton
2016-08-08,Mon,August,18,Hillary Clinton
2016-08-09,Tue,August,6,Hillary Clinton
2016-08-10,Wed,August,14,Hillary Clinton
2016-08-11,Thu,August,33,Hillary Clinton
2016-08-12,Fri,August,9,Hillary Clinton
2016-08-13,Sat,August,4,Hillary Clinton
2016-08-14,Sun,August,3,Hillary Clinton
2016-08-15,Mon,August,36,Hillary Clinton
2016-08-16,Tue,August,11,Hillary Clinton
2016-08-17,Wed,August,14,Hillary Clinton
2016-08-18,Thu,August,12,Hillary Clinton
2016-08-19,Fri,August,14,Hillary Clinton
2016-08-20,Sat,August,9,Hillary Clinton
2016-08-21,Sun,August,6,Hillary Clinton
2016-08-22,Mon,August,7,Hillary Clinton
2016-08-23,Tue,August,10,Hillary Clinton
2016-08-24,Wed,August,9,Hillary Clinton
2016-08-25,Thu,August,38,Hillary Clinton
2016-08-26,Fri,August,11,Hillary Clinton
2016-08-27,Sat,August,4,Hillary Clinton
2016-08-28,Sun,August,6,Hillary Clinton
2016-08-29,Mon,August,10,Hillary Clinton
2016-08-30,Tue,August,12,Hillary Clinton
2016-08-31,Wed,August,23,Hillary Clinton
2016-09-01,Thu,September,18,Hillary Clinton
2016-09-02,Fri,September,10,Hillary Clinton
2016-09-03,Sat,September,4,Hillary Clinton
2016-09-04,Sun,September,2,Hillary Clinton
2016-09-05,Mon,September,9,Hillary Clinton
2016-09-06,Tue,September,16,Hillary Clinton
2016-09-07,Wed,September,23,Hillary Clinton
2016-09-08,Thu,September,46,Hillary Clinton
2016-09-09,Fri,September,10,Hillary Clinton
2016-09-10,Sat,September,8,Hillary Clinton
2016-09-11,Sun,September,4,Hillary Clinton
2016-09-12,Mon,September,10,Hillary Clinton
2016-09-13,Tue,September,36,Hillary Clinton
2016-09-14,Wed,September,29,Hillary Clinton
2016-09-15,Thu,September,29,Hillary Clinton
2016-09-16,Fri,September,59,Hillary Clinton
2016-09-17,Sat,September,8,Hillary Clinton
2016-09-18,Sun,September,12,Hillary Clinton
2016-09-19,Mon,September,31,Hillary Clinton
2016-09-20,Tue,September,10,Hillary Clinton
2016-09-21,Wed,September,19,Hillary Clinton
2016-09-22,Thu,September,14,Hillary Clinton
2016-09-23,Fri,September,14,Hillary Clinton
2016-09-24,Sat,September,8,Hillary Clinton
2016-09-25,Sun,September,12,Hillary Clinton
2016-09-26,Mon,September,14,Hillary Clinton
2016-09-27,Tue,September,76,Hillary Clinton
2016-09-28,Wed,September,23,Hillary Clinton
2016-09-29,Thu,September,21,Hillary Clinton
2016-09-30,Fri,September,32,Hillary Clinton
2016-10-01,Sat,October,17,Hillary Clinton
2016-10-02,Sun,October,13,Hillary Clinton
2016-10-03,Mon,October,27,Hillary Clinton
2016-10-04,Tue,October,33,Hillary Clinton
2016-10-05,Wed,October,77,Hillary Clinton
2016-10-06,Thu,October,16,Hillary Clinton
2016-10-07,Fri,October,13,Hillary Clinton
2016-10-08,Sat,October,5,Hillary Clinton
2016-10-09,Sun,October,6,Hillary Clinton
2016-10-10,Mon,October,76,Hillary Clinton
2016-10-11,Tue,October,36,Hillary Clinton
2016-10-12,Wed,October,22,Hillary Clinton
2016-10-13,Thu,October,25,Hillary Clinton
2016-10-14,Fri,October,21,Hillary Clinton
2016-10-15,Sat,October,9,Hillary Clinton
2016-10-16,Sun,October,7,Hillary Clinton
2016-10-17,Mon,October,7,Hillary Clinton
2016-10-18,Tue,October,11,Hillary Clinton
2016-10-19,Wed,October,16,Hillary Clinton
